Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 988: e52=exposure | vinqi=संसर्ग | pnzabi=সংসর্গ | guzraji=সংসর্গ | xg38=snsrg
Row 989: e52=express | vinqi=अभिव्यक्त करना | pnzabi=অভি঵্যক্ত করনা | guzraji=অভি঵্যক্ত করনা | xg38=xBiwykj krna
Row 990: e52=expression | vinqi=अभिव्यक्ति | pnzabi=অভি঵্যক্তি | guzraji=অভি঵্যক্তি | xg38=xBiwykji
Row 991: e52=extend | vinqi=बढ़ाना | pnzabi=বঢ়ানা | guzraji=বঢ়ানা | xg38=bRana
Row 992: e52=extension | vinqi=विस्तार | pnzabi=঵িস্তার | guzraji=঵িস্তার | xg38=wisjar
Row 993: e52=extensive | vinqi=बहुत बड़ा | pnzabi=বহুত বড়া | guzraji=বহুত বড়া | xg38=bvuj bRa
Row 994: e52=extent | vinqi=क्षेत्र | pnzabi=ক্ষেত্র | guzraji=ক্ষেত্র | xg38=Sejr
Row 995: e52=external | vinqi=बाहरी | pnzabi=বাহরী | guzraji=বাহরী | xg38=bavri
Row 996: e52=extra | vinqi=अतिरिक्त | pnzabi=অতিরিক্ত | guzraji=অতিরিক্ত | xg38=xjirikj
Row 997: e52=extraordinary | vinqi=असाधारण | pnzabi=অসাধারণ | guzraji=অসাধারণ | xg38=xsaQarn
Row 998: e52=extreme | vinqi=चरम | pnzabi=চরম | guzraji=চরম | xg38=crm
Row 999: e52=extremely | vinqi=बहुत ज़्यादा | pnzabi=বহুত জ়্যাদা | guzraji=বহুত জ়্যাদা | xg38=bvuj zyaqa
Row 1000: e52=eye | vinqi=आँख | pnzabi=আঁখ | guzraji=আঁখ | xg38=xaNK
Row 1001: e52=fabric | vinqi=कपड़ा | pnzabi=কপড়া | guzraji=কপড়া | xg38=kpRa
Row 1002: e52=face | vinqi=चेहरा | pnzabi=চেহরা | guzraji=চেহরা | xg38=cevra
Row 1003: e52=facility | vinqi=सुविधा | pnzabi=সু঵িধা | guzraji=সু঵িধা | xg38=suwiQa
Row 1004: e52=fact | vinqi=तथ्य | pnzabi=তথ্য | guzraji=তথ্য | xg38=jJy
Row 1005: e52=factor | vinqi=कारक | pnzabi=কারক | guzraji=কারক | xg38=kark
Row 1006: e52=factory | vinqi=कारखाना | pnzabi=কারখানা | guzraji=কারখানা | xg38=karKana
Row 1007: e52=faculty | vinqi=संकाय | pnzabi=সংকায | guzraji=সংকায | xg38=sNkay
Row 1008: e52=fade | vinqi=हल्का होना | pnzabi=হল্কা হোনা | guzraji=হল্কা হোনা | xg38=vlka vona
Row 1009: e52=fail | vinqi=विफल | pnzabi=঵িফল | guzraji=঵িফল | xg38=wifl
Row 1010: e52=failure | vinqi=असफलता | pnzabi=অসফলতা | guzraji=অসফলতা | xg38=xsflja
Row 1011: e52=fair | vinqi=निष्पक्ष | pnzabi=নিষ্পক্ষ | guzraji=নিষ্পক্ষ | xg38=nispS
Row 1012: e52=fairly | vinqi=अच्छी तरह से | pnzabi=অচ্ছী তরহ সে | guzraji=অচ্ছী তরহ সে | xg38=xcCi jrv se
Row 1013: e52=faith | vinqi=आस्था | pnzabi=আস্থা | guzraji=আস্থা | xg38=xasJa
Row 1014: e52=fall | vinqi=गिरना | pnzabi=গিরনা | guzraji=গিরনা | xg38=girna
Row 1015: e52=false | vinqi=असत्य | pnzabi=অসত্য | guzraji=অসত্য | xg38=xsjy
Row 1016: e52=familiar | vinqi=परिचित | pnzabi=পরিচিত | guzraji=পরিচিত | xg38=pricij
Row 1017: e52=family | vinqi=परिवार | pnzabi=পরি঵ার | guzraji=পরি঵ার | xg38=priwar
Row 1018: e52=famous | vinqi=प्रसिद्ध | pnzabi=প্রসিদ্ধ | guzraji=প্রসিদ্ধ | xg38=prsiqQ
Row 1019: e52=fan | vinqi=प्रशंसक | pnzabi=প্রশংসক | guzraji=প্রশংসক | xg38=prSnsk
Row 1020: e52=fantasy | vinqi=कल्पना | pnzabi=কল্পনা | guzraji=কল্পনা | xg38=klpna
Row 1021: e52=far | vinqi=दूर | pnzabi=দূর | guzraji=দূর | xg38=qur
Row 1022: e52=farm | vinqi=खेत | pnzabi=খেত | guzraji=খেত | xg38=Kej
Row 1023: e52=farmer | vinqi=किसान | pnzabi=কিসান | guzraji=কিসান | xg38=kisan
Row 1024: e52=fashion | vinqi=फ़ैशन | pnzabi=ফ়ৈশন | guzraji=ফ়ৈশন | xg38=fxiSn
Row 1025: e52=fast | vinqi=तेज़ | pnzabi=তেজ় | guzraji=তেজ় | xg38=jez
Row 1026: e52=fat | vinqi=मोटा | pnzabi=মোটা | guzraji=মোটা | xg38=mota
Row 1027: e52=fate | vinqi=भाग्य | pnzabi=ভাগ্য | guzraji=ভাগ্য | xg38=Bagy
Row 1028: e52=father | vinqi=पिता | pnzabi=পিতা | guzraji=পিতা | xg38=pija
Row 1029: e52=fault | vinqi=दोष | pnzabi=দোষ | guzraji=দোষ | xg38=qos
Row 1030: e52=favor | vinqi=पक्ष | pnzabi=পক্ষ | guzraji=পক্ষ | xg38=pS
Row 1031: e52=favorite | vinqi=पसंदीदा | pnzabi=পসংদীদা | guzraji=পসংদীদা | xg38=psnqiqa
Row 1032: e52=fear | vinqi=डर | pnzabi=ডর | guzraji=ডর | xg38=dr
Row 1033: e52=feature | vinqi=विशेषता | pnzabi=঵িশেষতা | guzraji=঵িশেষতা | xg38=wiSesja
Row 1034: e52=federal | vinqi=संघीय | pnzabi=সংঘীয | guzraji=সংঘীয | xg38=sNGiy
Row 1035: e52=fee | vinqi=शुल्क | pnzabi=শুল্ক | guzraji=শুল্ক | xg38=Sulk
Row 1036: e52=feed | vinqi=चारा | pnzabi=চারা | guzraji=চারা | xg38=cara
Row 1037: e52=feel | vinqi=अनुभव करना | pnzabi=অনুভ঵ করনা | guzraji=অনুভ঵ করনা | xg38=xnuBw krna
Row 1038: e52=feeling | vinqi=भावना | pnzabi=ভা঵না | guzraji=ভা঵না | xg38=Bawna
Row 1039: e52=fellow | vinqi=साथी | pnzabi=সাথী | guzraji=সাথী | xg38=saJi
Row 1040: e52=female | vinqi=महिला | pnzabi=মহিলা | guzraji=মহিলা | xg38=mvila
Row 1041: e52=fence | vinqi=बाड़ | pnzabi=বাড় | guzraji=বাড় | xg38=baR
Row 1042: e52=few | vinqi=कुछ | pnzabi=কুছ | guzraji=কুছ | xg38=kuC
Row 1043: e52=fewer | vinqi=से कम | pnzabi=সে কম | guzraji=সে কম | xg38=se km
Row 1044: e52=fiber | vinqi=रेशा | pnzabi=রেশা | guzraji=রেশা | xg38=reSa
Row 1045: e52=fiction | vinqi=उपन्यास | pnzabi=উপন্যাস | guzraji=উপন্যাস | xg38=upnyas
Row 1046: e52=field | vinqi=खेत | pnzabi=খেত | guzraji=খেত | xg38=Kej
Row 1047: e52=fifteen | vinqi=पंद्रह | pnzabi=পংদ্রহ | guzraji=পংদ্রহ | xg38=pnqrv
Row 1048: e52=fifth | vinqi=पांचवां | pnzabi=পাংচ঵াং | guzraji=পাংচ঵াং | xg38=pancwa
Row 1049: e52=fifty | vinqi=पचास | pnzabi=পচাস | guzraji=পচাস | xg38=pcas
Row 1050: e52=fight | vinqi=लड़ाई | pnzabi=লড়াঈ | guzraji=লড়াঈ | xg38=lRai
Row 1051: e52=fighter | vinqi=योद्धा | pnzabi=যোদ্ধা | guzraji=যোদ্ধা | xg38=yoqQa
Row 1052: e52=fighting | vinqi=लड़ाई करना | pnzabi=লড়াঈ করনা | guzraji=লড়াঈ করনা | xg38=lRai krna
Row 1053: e52=figure | vinqi=आकृति | pnzabi=আকৃতি | guzraji=আকৃতি | xg38=xakrji
Row 1054: e52=file | vinqi=फ़ाइल | pnzabi=ফ়াইল | guzraji=ফ়াইল | xg38=fail
Row 1055: e52=fill | vinqi=भरना | pnzabi=ভরনা | guzraji=ভরনা | xg38=Brna
Row 1056: e52=film | vinqi=पतली परत | pnzabi=পতলী পরত | guzraji=পতলী পরত | xg38=pjli prj
Row 1057: e52=final | vinqi=अंतिम | pnzabi=অংতিম | guzraji=অংতিম | xg38=xnjim
Row 1058: e52=finally | vinqi=आखिरकार | pnzabi=আখিরকার | guzraji=আখিরকার | xg38=xaKirkar
Row 1059: e52=finance | vinqi=वित्त | pnzabi=঵িত্ত | guzraji=঵িত্ত | xg38=wijj
Row 1060: e52=financial | vinqi=वित्तीय | pnzabi=঵িত্তীয | guzraji=঵িত্তীয | xg38=wijjiy
Row 1061: e52=find | vinqi=पाना | pnzabi=পানা | guzraji=পানা | xg38=pana
Row 1062: e52=finding | vinqi=खोज | pnzabi=খোজ | guzraji=খোজ | xg38=Koz
Row 1063: e52=fine | vinqi=ठीक | pnzabi=ঠীক | guzraji=ঠীক | xg38=Tik
Row 1064: e52=finger | vinqi=उँगलिया | pnzabi=উঁগলিযা | guzraji=উঁগলিযা | xg38=uNgliya
Row 1065: e52=finish | vinqi=समाप्त | pnzabi=সমাপ্ত | guzraji=সমাপ্ত | xg38=smapj
Row 1066: e52=fire | vinqi=आग | pnzabi=আগ | guzraji=আগ | xg38=xag
Row 1067: e52=firm | vinqi=दृढ़ | pnzabi=দৃঢ় | guzraji=দৃঢ় | xg38=qrR
Row 1068: e52=first | vinqi=पहला | pnzabi=পহলা | guzraji=পহলা | xg38=pvla
Row 1069: e52=fish | vinqi=मछली | pnzabi=মছলী | guzraji=মছলী | xg38=mCli
Row 1070: e52=fishing | vinqi=मछली पकड़ने | pnzabi=মছলী পকড়নে | guzraji=মছলী পকড়নে | xg38=mCli pkRne
Row 1071: e52=fit | vinqi=उपयुक्त | pnzabi=উপযুক্ত | guzraji=উপযুক্ত | xg38=upyukj
Row 1072: e52=fitness | vinqi=स्वास्थ्य | pnzabi=স্঵াস্থ্য | guzraji=স্঵াস্থ্য | xg38=swasJy
Row 1073: e52=five | vinqi=पांच | pnzabi=পাংচ | guzraji=পাংচ | xg38=panc
Row 1074: e52=fix | vinqi=हल करना | pnzabi=হল করনা | guzraji=হল করনা | xg38=vl krna
Row 1075: e52=flag | vinqi=झंडा | pnzabi=ঝংডা | guzraji=ঝংডা | xg38=Znda
Row 1076: e52=flame | vinqi=ज्योति | pnzabi=জ্যোতি | guzraji=জ্যোতি | xg38=zyoji
Row 1077: e52=flat | vinqi=समतल | pnzabi=সমতল | guzraji=সমতল | xg38=smjl
Row 1078: e52=flavor | vinqi=स्वाद | pnzabi=স্঵াদ | guzraji=স্঵াদ | xg38=swaq
Row 1079: e52=flee | vinqi=भागना | pnzabi=ভাগনা | guzraji=ভাগনা | xg38=Bagna
Row 1080: e52=flesh | vinqi=माँस | pnzabi=মাঁস | guzraji=মাঁস | xg38=mans
Row 1081: e52=flight | vinqi=उड़ान | pnzabi=উড়ান | guzraji=উড়ান | xg38=uRan
Row 1082: e52=float | vinqi=पानी पर तैरना | pnzabi=পানী পর তৈরনা | guzraji=পানী পর তৈরনা | xg38=pani pr jxirna
Row 1083: e52=floor | vinqi=मंज़िल | pnzabi=মংজ়িল | guzraji=মংজ়িল | xg38=mnzil
Row 1084: e52=flow | vinqi=बहे | pnzabi=বহে | guzraji=বহে | xg38=bve
Row 1085: e52=flower | vinqi=फूल | pnzabi=ফূল | guzraji=ফূল | xg38=ful
Row 1086: e52=fly | vinqi=उड़ना | pnzabi=উড়না | guzraji=উড়না | xg38=uRna
Row 1087: e52=focus | vinqi=केंद्र | pnzabi=কেংদ্র | guzraji=কেংদ্র | xg38=kenqr
Row 1088: e52=folk | vinqi=लोक | pnzabi=লোক | guzraji=লোক | xg38=lok
Row 1089: e52=follow | vinqi=पालन ​​करना | pnzabi=পালন ​​করনা | guzraji=পালন ​​করনা | xg38=paln ​​krna
Row 1090: e52=following | vinqi=निम्नलिखित | pnzabi=নিম্নলিখিত | guzraji=নিম্নলিখিত | xg38=nimnliKij
Row 1091: e52=food | vinqi=भोजन | pnzabi=ভোজন | guzraji=ভোজন | xg38=Bozn
Row 1092: e52=foot | vinqi=पैर | pnzabi=পৈর | guzraji=পৈর | xg38=pxir
Row 1093: e52=football | vinqi=फ़ुटबॉल | pnzabi=ফ়ুটব৉ল | guzraji=ফ়ুটব৉ল | xg38=futbal
Row 1094: e52=for | vinqi=के लिये | pnzabi=কে লিযে | guzraji=কে লিযে | xg38=ke liye
Row 1095: e52=force | vinqi=ताकत | pnzabi=তাকত | guzraji=তাকত | xg38=jakj
Row 1096: e52=foreign | vinqi=विदेशी | pnzabi=঵িদেশী | guzraji=঵িদেশী | xg38=wiqeSi
Row 1097: e52=forest | vinqi=वन | pnzabi=঵ন | guzraji=঵ন | xg38=wn
Row 1098: e52=forever | vinqi=उम्र भर | pnzabi=উম্র ভর | guzraji=উম্র ভর | xg38=umr Br
Row 1099: e52=forget | vinqi=भूल जाओ | pnzabi=ভূল জাও | guzraji=ভূল জাও | xg38=Bul zao
Row 1100: e52=form | vinqi=प्रपत्र | pnzabi=প্রপত্র | guzraji=প্রপত্র | xg38=prpjr
Row 1101: e52=formal | vinqi=औपचारिक | pnzabi=ঔপচারিক | guzraji=ঔপচারিক | xg38=oupcarik
Row 1102: e52=formation | vinqi=गठन | pnzabi=গঠন | guzraji=গঠন | xg38=gTn
Row 1103: e52=former | vinqi=भूतपूर्व | pnzabi=ভূতপূর্঵ | guzraji=ভূতপূর্঵ | xg38=Bujpurw
Row 1104: e52=formula | vinqi=सूत्र | pnzabi=সূত্র | guzraji=সূত্র | xg38=sujr
Row 1105: e52=forth | vinqi=आगे | pnzabi=আগে | guzraji=আগে | xg38=xage
Row 1106: e52=fortune | vinqi=सौभाग्य | pnzabi=সৌভাগ্য | guzraji=সৌভাগ্য | xg38=souBagy
Row 1107: e52=forward | vinqi=आगे | pnzabi=আগে | guzraji=আগে | xg38=xage
Row 1108: e52=found | vinqi=मिल गया | pnzabi=মিল গযা | guzraji=মিল গযা | xg38=mil gya
Row 1109: e52=foundation | vinqi=नींव | pnzabi=নীং঵ | guzraji=নীং঵ | xg38=ninw
Row 1110: e52=founder | vinqi=संस्थापक | pnzabi=সংস্থাপক | guzraji=সংস্থাপক | xg38=snsJapk
Row 1111: e52=four | vinqi=चार | pnzabi=চার | guzraji=চার | xg38=car
Row 1112: e52=fourth | vinqi=चौथी | pnzabi=চৌথী | guzraji=চৌথী | xg38=couJi
Row 1113: e52=frame | vinqi=चौखटा | pnzabi=চৌখটা | guzraji=চৌখটা | xg38=couKta
Row 1114: e52=framework | vinqi=रूपरेखा | pnzabi=রূপরেখা | guzraji=রূপরেখা | xg38=rupreKa
Row 1115: e52=free | vinqi=नि: शुल्क | pnzabi=নি: শুল্ক | guzraji=নি: শুল্ক | xg38=ni: Sulk
Row 1116: e52=freedom | vinqi=स्वतंत्रता | pnzabi=স্঵তংত্রতা | guzraji=স্঵তংত্রতা | xg38=swjnjrja
Row 1117: e52=freeze | vinqi=जमाना | pnzabi=জমানা | guzraji=জমানা | xg38=zmana
Row 1118: e52=french | vinqi=फ्रेंच | pnzabi=ফ্রেংচ | guzraji=ফ্রেংচ | xg38=frenc
Row 1119: e52=frequency | vinqi=आवृत्ति | pnzabi=আ঵ৃত্তি | guzraji=আ঵ৃত্তি | xg38=xawrjji
Row 1120: e52=frequent | vinqi=अक्सर | pnzabi=অক্সর | guzraji=অক্সর | xg38=xksr
Row 1121: e52=frequently | vinqi=बार–बार | pnzabi=বার–বার | guzraji=বার–বার | xg38=bar–bar
Row 1122: e52=fresh | vinqi=ताज़ा | pnzabi=তাজ়া | guzraji=তাজ়া | xg38=jaza
Row 1123: e52=friend | vinqi=दोस्त | pnzabi=দোস্ত | guzraji=দোস্ত | xg38=qosj
Row 1124: e52=friendly | vinqi=दोस्ताना | pnzabi=দোস্তানা | guzraji=দোস্তানা | xg38=qosjana
Row 1125: e52=friendship | vinqi=मित्रता | pnzabi=মিত্রতা | guzraji=মিত্রতা | xg38=mijrja
